"Galaxy","Alternative","RA","DEC","Coord ref","Morphology","Radio","AGN type","Resolved","H_alfa","Cavities","Exptime [ks]","ACIS","Radio_conf","Mass","Mass+","Mass-","Mass_ref","Sigma","Sigma_e","N_HI4Pi","N_HI","N_Htot","z","D_L [Mpc]","D_SBF [Mpc]","Scale_cor","Scale","rcool","rcool_an","Note","x_break","alfa_K1","alfa_K2","alfa_K","alfa_Ke","t_cool/t_ff","t_cool/t_ff-","t_cool/t_ff+","t_cool/t_ff2","t_cool/t_ff2-","t_cool/t_ff2+","Rcool","Rcool+","Rcool_an","alfa","alfa_e","Beta","r_c","sersic","NH_z","NH_z_e","gamma","gamma_e","flux","flux-","flux+","apec","apec-","apec+","kT","kT+","kT-","abund","abund+","abund-","n_e","n_e+","n_e-","c_s","c_s+","c_s-","R_B","R_B+","R_B-","R_B [“]","R_B+[“]","R_B-[“]","Mdot","Mdot+","Mdot-","PBO","PBO+","PBO-","PCB","PCB+","PCB-","PCBB","PCBB+","PCBB-","SIDES_B","PCN","PCN+","PCN-","PCNB","PCNB+","PCNB-","SIDES_N","PCR","PCR+","PCR-","PCRB","PCRB+","PCRB-","SIDES_R","Name","Names","L","L+","L-","Lcool","Lcool+","Lcool-","X-ray center","P","P-","P+","K","K-","K+","K3/2","K3/2+","K3/2-","alfa+","alfa-","Beta+","Beta-","alfa_K1+","alfa_K1-","alfa_K2+","alfa_K2-","sersic+","sersic-","alfa_K+","alfa_K-","Alfa","Alfa_K","Ledd","Ledd+","Ledd-","PBondi/Ledd","PBondi/Ledd-","PBondi/Ledd+","Pjet/PBondiB","Pjet/PBondiB-","Pjet/PBondiB+","Pjet/LeddB","Pjet/LeddB-","Pjet/LeddB+","Pjet/PBondiN","Pjet/PBondiN-","Pjet/PBondiN+","Pjet/LeddN","Pjet/LeddN-","Pjet/LeddN+","Pjet/PBondiR","Pjet/PBondiR-","Pjet/PBondiR+","Pjet/LeddR","Pjet/LeddR-","Pjet/LeddR+","L/Ledd","L/Ledd-","L/Ledd+","Lcool/Ledd","Lcool/Ledd-","Lcool/Ledd+","Dagger","Masses","MBH_sq","MBH_sq+","MBH_sq-","Sigmas","References","Temp","Entropy","Pressure","Density","Abund","Sound","Bondi","Cool","TCOOL/TFF","TCOOL/TFF2","NH_Z","Gamma","MBondi","PBondi","PBeta","PRadio","PCadet","Lum_pow","Lum_Edd","Lum_cool","Apec","Flux"
"IC4296","Abell 3565","13:36:39.0325$\:$","-33:57:57.072$\:$","VLBI","E3","FR I","LINER",0,"Extended",1,28.5,"S3","['D']",1300000000,240000000,200000000,0,327.4,5.4,3.96,0.0398,0.0479,0.0125,59.7,49,282,238,3.89,16.346,,0.001,1,1.04,1.07,0.198,9.8,1.5,1.5,7.19,1.14,1.14,3.89,1.547,16.346,0.806,0,0.54,0.23,4.7,238,25,1.9,0,6.79203632617186E-13,5.69033474480255E-14,5.87005975119158E-14,2.42605141178253E-13,9.42046886254427E-15,9.45257678565782E-15,0.62,0.03,0.03,1.03,0.45,0.26,1.125,0.172,0.18,400.9,10.2,11.3,70,18,14,0.29,0.074,0.057,0.0512,0.03905,0.02264,2.9E+044,2.21E+044,1.28E+044,4.61E+041,3.48E+041,1.61E+041,3.74E+041,2.93E+041,1.28E+041,"SE1/NW1",1.48E+042,1.13E+042,5.74E+041,1.33E+042,1.05E+042,5.22E+041,"SE1/NW1",4.33E+043,3.6E+043,1.83E+043,2.37E+043,2.18E+043,1.02E+043,"SE1/NW1","IC4296","IC$\,$4296",1.95120596293827E+041,1.68634192152275E+040,1.63471079246001E+040,6.9695239450124E+040,5.43104403556769E+039,5.41259620401081E+039,"$\:$",0.6975,0.116591691384935,0.111853261463401,0.573178653463191,0.076738866977946,0.079850961744007,2.30443778830991,0.160518515967026,0.154262500729558,0,0,0,0,0,0,0,0,0,0,0.198,0.198,0.81,1.07,1.638E+047,3.024E+046,2.52E+046,0.001770451770452,0.000827550017523,0.001388232839781,0.001589655172414,0.000632659610992,0.001205726973255,2.81440781440781E-06,1.07404883011721E-06,2.18715470719952E-06,0.005103448275862,0.002120339611766,0.003892867381294,9.03540903540904E-06,3.76990818694717E-06,7.09746031525066E-06,0.149310344827586,0.064518153641995,0.119073930997894,0.000264346764347,0.000118893500107,0.000225133353857,1.19121243158624E-06,2.08675277731327E-07,2.42821075396713E-07,4.25489862332869E-07,7.33274186553113E-08,8.52629461302207E-08,,"$1.30\,^{+0.24}_{-0.20}$",1.69E+018,6.24E+017,4.42E+017,"$327\pm5$",,"$0.62\,^{+0.03}_{-0.03}$","$0.57\,^{+0.08}_{-0.08}$","$0.70\,^{+0.11}_{-0.12}$","$1.12\,^{+0.17}_{-0.18}$","$1.03\,^{+0.45}_{-0.26}$","$401\,^{+10}_{-11}$","$70\,^{+18}_{-14}$","$3.9 \pm 1.5$","$9.8_{-1.5}^{+1.5}$","$7.2_{-1.1}^{+1.1}$","$238\pm25$",1.9,"$5.1_{-2.3}^{+3.9} \cdot 10^{-2}$","$2.9_{-1.3}^{+2.2} \cdot 10^{44}$","$4.6_{-1.6}^{+3.5} \cdot 10^{41}$","$4.3_{-1.8}^{+3.6} \cdot 10^{43}$","$1.5_{-0.6}^{+1.1} \cdot 10^{42}$","$2.0_{-0.2}^{+0.2} \cdot 10^{41}$","$1.6_{-0.3}^{+0.3} \cdot 10^{47}$","$7.0_{-0.5}^{+0.5} \cdot 10^{40}$","$2.43_{-0.09}^{+0.09} \cdot 10^{-13}$","$6.79_{-0.57}^{+0.59} \cdot 10^{-13}$"
"NGC507",,"01:23:39.9409$\:^*$","33:15:21.858$\:^*$","X-ray","SA0","FR I",,1,"No","1, 2",62.2,"S3, I3","['C']",2140000000,580000000,460000000,1,292.1,5.9,5.24,0.0525,0.0638,0.0165,69.4,64.6,326,313,4.961,15.85,"density discontinuity",7.6,0.91,0.382,0.604,0.114,13.6,1.25,1.25,11.5,0.163,0.163,4.961,1.878,15.85,1.034,0.04,0.39,0.19,6.7,0,0,1.9,0,,,,2.73212144387849E-13,9.15373675657572E-15,9.08078469012915E-15,0.81,0.03,0.03,0.53,0.14,0.1,0.76,0.068,0.069,457.8,8.3,8.5,88,28,21,0.28,0.09,0.068,0.0629,0.05416,0.02949,3.56E+044,3.07E+044,1.67E+044,1.54E+043,1.15E+043,5.52E+042,9.58E+042,7.5E+042,3.19E+042,"N1/SW1",9.46E+042,7.51E+042,3.82E+042,6.78E+042,5.75E+042,2.78E+042,"SW1/NE1",8.03E+043,5.85E+043,2.83E+043,6.02E+043,4.56E+043,2.06E+043,"NW1/SE1","NGC507","NGC$\,$507",,,,1.36419354569798E+041,9.06837277815986E+039,9.14122513134842E+039,"$\:^*$",0.6156,0.06036167741208,0.059612468494435,0.972618719648275,0.079664354148845,0.080597730053279,1.04252400548697,0.043195276150292,0.042695045809842,0,0,0,0,0,0,0,0,0,0,0.114,0.114,1.03,0.6,2.6964E+047,7.308E+046,5.796E+046,0.001320278890372,0.000681270013547,0.001193462151378,0.043258426966292,0.018058417120306,0.034893551542571,5.71131879543094E-05,2.38706657782702E-05,4.53716241221302E-05,0.026573033707865,0.011630290784407,0.022024315296804,3.50838154576472E-05,1.60492173699954E-05,2.94303668254844E-05,0.225561797752809,0.093582547651687,0.180054452807957,0.000297804480047,0.000122936157079,0.000231483320207,,,,5.05931444035745E-07,1.13913267445714E-07,1.41185716370963E-07,"\:\dagger","$2.14\,^{+0.58\:\dagger}_{-0.46}$",4.5796E+018,2.4824E+018,1.67348E+018,"$292\pm6$",,"$0.81\,^{+0.03}_{-0.03}$","$0.97\,^{+0.08}_{-0.08}$","$0.62\,^{+0.06}_{-0.06}$","$0.76\,^{+0.07}_{-0.07}$","$0.53\,^{+0.14}_{-0.10}$","$458\,^{+8}_{-8}$","$88\,^{+28}_{-21}$","$5.0 \pm 1.9$","$13.6_{-1.2}^{+1.2}$","$11.5_{-0.2}^{+0.2}$",0,1.9,"$6.3_{-2.9}^{+5.4} \cdot 10^{-2}$","$3.6_{-1.7}^{+3.1} \cdot 10^{44}$","$1.5_{-0.6}^{+1.2} \cdot 10^{43}$","$8.0_{-2.8}^{+5.8} \cdot 10^{43}$","$9.5_{-3.8}^{+7.5} \cdot 10^{42}$","nan","$2.7_{-0.6}^{+0.7} \cdot 10^{47}$","$1.4_{-0.1}^{+0.1} \cdot 10^{41}$","$2.73_{-0.09}^{+0.09} \cdot 10^{-13}$","nan"
"NGC708","Abell 262","01:52:46.458$\:$","36:09:06.485$\:$","VLBI","E0","FR I","Sy2",1,"Extended","2, 4",139.4,"S3","['A', 'C']",488000000,75000000,65000000,1,221.8,7.8,6.87,0.0567,0.0714,0.0162,68.7,62.8,323,304,8.707,28.641,,3.25,0.243,0.997,0.927,0.0526,7.53,0.273,0.273,7.78,0.282,0.282,8.707,1.946,28.641,0.343,0.003,0.36,2.05,2.27,0,0,1.9,0,6.5765783735542E-15,4.22152908965819E-15,4.06485180868894E-15,2.22484622928628E-12,6.80952693881092E-14,6.81323625385465E-14,0.96,0.07,0.07,0.35,0.1,0.07,0.169,0.021,0.02,497.2,18.9,19.2,17,4,3,0.056,0.014,0.011,0.00057,0.00039,0.00023,3.2E+042,2.19E+042,1.31E+042,9.06E+042,6.58E+042,3.2E+042,4.2E+042,3.16E+042,1.49E+042,"E1/W1",1.78E+043,1.49E+043,8.29E+042,8.27E+042,7.76E+042,4.45E+042,"W1/E1",8.93E+041,6.51E+041,3.13E+041,3.39E+041,2.54E+041,1.17E+041,"NE1/W1","NGC708","NGC$\,$708",3.10334630763865E+039,1.91811640264476E+039,1.99204905177763E+039,1.04985722643915E+042,6.43004017301561E+040,6.42653948056098E+040,"$\:$",0.16224,0.022551915661425,0.023374655077669,3.14060581132054,0.39239475439096,0.38017654744602,0.17967177366769,0.010874811850037,0.01122430921531,0,0,0,0,0,0,0,0,0,0,0.0526,0.0526,0.34,0.93,6.1488E+046,9.45E+045,8.19E+045,5.20426749934947E-05,2.24043115749496E-05,3.6503746636157E-05,2.83125,1.08244644288039,1.99782383061524,0.000147345823575,5.56203122515295E-05,0.000109382545182,5.5625,2.43892834017665,4.25280283563331,0.000289487379651,0.000140228509458,0.000246374141005,0.2790625,0.10634458009865,0.197308736356233,1.45231589903721E-05,5.44559134831459E-06,1.08201536626063E-05,5.04707635252187E-08,3.30874851237007E-08,3.21448881488753E-08,1.70741807578577E-05,2.50289404278932E-06,2.82480098165722E-06,"\:\dagger","$0.49\,^{+0.07\:\dagger}_{-0.07}$",2.38144E+017,7.32E+016,5.3924E+016,"$222\pm8$",,"$0.96\,^{+0.07}_{-0.07}$","$3.14\,^{+0.38}_{-0.39}$","$0.16\,^{+0.02}_{-0.02}$","$0.17\,^{+0.02}_{-0.02}$","$0.35\,^{+0.10}_{-0.07}$","$497\,^{+19}_{-19}$","$17\,^{+4}_{-3}$","$8.7 \pm 1.9$","$7.5_{-0.3}^{+0.3}$","$7.8_{-0.3}^{+0.3}$",0,1.9,"$5.7_{-2.3}^{+3.9} \cdot 10^{-4}$","$3.2_{-1.3}^{+2.2} \cdot 10^{42}$","$9.1_{-3.2}^{+6.6} \cdot 10^{42}$","$8.9_{-3.1}^{+6.5} \cdot 10^{41}$","$1.8_{-0.8}^{+1.5} \cdot 10^{43}$","$3.1_{-2.0}^{+1.9} \cdot 10^{39}$","$6.1_{-0.8}^{+0.9} \cdot 10^{46}$","$1.0_{-0.1}^{+0.1} \cdot 10^{42}$","$2.22_{-0.07}^{+0.07} \cdot 10^{-12}$","$6.58_{-4.22}^{+4.06} \cdot 10^{-15}$"
"NGC1316","Fornax A","03:22:41.7052$\:$","-37:12:28.557$\:$","ALMA","S0/SAB0","FR I","LINER",1,"Extended","1, 4",228.4,"S3","['A']",169000000,28000000,30000000,0,223.1,3.3,2.11,0.024,0.0256,0.0059,24.5,22.7,117,110,8.167,74.25,"4th brightest radio source in the sky, merged 3Gyr ago",7.05,0.689,1.06,0.775,0.127,10.7,1.05,1.05,8.91,1.15,1.15,8.167,1.249,74.25,0.374,0,0.6,0.52,1.65,0,0,1.57,0.11,6.87068440014232E-14,3.39378873667601E-15,3.23805379894666E-15,7.73036499601132E-13,3.29201468189085E-14,3.30840642627583E-14,0.67,0.09,0.11,0.56,0.16,0.11,0.423,0.057,0.055,416.7,26.6,33.8,8,3,2,0.076,0.029,0.021,0.00029,0.00029,0.00015,1.64E+042,1.62E+042,8.39E+041,6.77E+041,5.07E+041,2.45E+041,4.21E+041,3.23E+041,1.53E+041,"SE1/NW1",9.4E+041,7.29E+041,3.65E+041,6.09E+041,4.86E+041,2.39E+041,"SE1/NW1",1.72E+041,1.33E+041,5.47E+040,7.6E+040,6.18E+040,2.37E+040,"E1/NW1","NGC1316","NGC$\,$1316",4.23606552051749E+039,1.99639617430463E+038,2.09241330471475E+038,4.76609471684373E+040,4.07954304811766E+039,4.0593306502934E+039,"$\:$",0.28341,0.059354556691125,0.053924029893917,1.18899827474418,0.234989314468419,0.203575368598711,0.771308581533091,0.066030133148314,0.076219317835876,0,0,0,0,0,0,0,0,0,0,0.127,0.127,0.37,0.78,2.1294E+046,3.528E+045,3.78E+045,7.70170000939232E-05,4.17053340740911E-05,7.7140455528648E-05,0.41280487804878,0.182915993777892,0.361834479812304,3.17929933314549E-05,1.2815233721195E-05,2.43852363217319E-05,0.573170731707317,0.260302452253945,0.50899501007244,4.41438902977365E-05,1.88472565469802E-05,3.50075180907468E-05,0.104878048780488,0.044672286135215,0.093031116249231,8.07739269277731E-06,2.9418823715201E-06,6.38765287044908E-06,1.98932352799732E-07,3.66550812673789E-08,3.42667080151039E-08,2.23823364179756E-06,4.40685419674706E-07,4.17396301038452E-07,,"$0.17\,^{+0.03}_{-0.03}$",2.8561E+016,9.464E+015,8619000000000000,"$223\pm3$",,"$0.67\,^{+0.09}_{-0.11}$","$1.19\,^{+0.20}_{-0.23}$","$0.28\,^{+0.05}_{-0.06}$","$0.42\,^{+0.06}_{-0.06}$","$0.56\,^{+0.16}_{-0.11}$","$417\,^{+27}_{-34}$","$8\,^{+3}_{-2}$","$8.2 \pm 1.2$","$10.7_{-1.1}^{+1.1}$","$8.9_{-1.1}^{+1.1}$",0,"$1.57\pm0.11$","$2.9_{-1.5}^{+2.9} \cdot 10^{-4}$","$1.6_{-0.8}^{+1.6} \cdot 10^{42}$","$6.8_{-2.4}^{+5.1} \cdot 10^{41}$","$1.7_{-0.5}^{+1.3} \cdot 10^{41}$","$9.4_{-3.6}^{+7.3} \cdot 10^{41}$","$4.2_{-0.2}^{+0.2} \cdot 10^{39}$","$2.1_{-0.4}^{+0.4} \cdot 10^{46}$","$4.8_{-0.4}^{+0.4} \cdot 10^{40}$","$7.73_{-0.33}^{+0.33} \cdot 10^{-13}$","$6.87_{-0.34}^{+0.32} \cdot 10^{-14}$"
"NGC1399","Fornax c.","03:38:29.0170$\:$","-35:27:01.507$\:$","VLBI","E1","FR I","S2",0,"No","3, 4",204.5,"S3","['A', 'C']",1260000000,520000000,630000000,0,332.2,5.3,1.39,0.015,0.0156,0.0048,19.5,21.1,117,103,4.065,39.468,,0.296,0.0835,0.865,0.805,0.129,17,0.829,0.829,12.4,0.604,0.604,4.065,0.796,39.468,0.317,0,0.63,0.4,1.02,0,0,1.9,0,1.0069316688518E-14,4.22141584707324E-15,4.12125852837285E-15,2.33560824662522E-12,3.23737851475786E-13,3.23279484079864E-13,1.11,0.03,0.03,1.05,0.13,0.11,0.521,0.034,0.034,534.3,7.7,7.3,38,17,20,0.37,0.17,0.19,0.00941,0.01144,0.0073,5.33E+043,6.48E+043,4.13E+043,2.84E+041,2.03E+041,9.99E+040,1.9E+041,1.36E+041,6.6E+040,"N1/S1",7.58E+041,5.45E+041,2.66E+041,3.57E+041,2.62E+041,1.23E+041,"S1/N1",3.36E+041,2.44E+041,1.22E+041,2.21E+041,1.63E+041,8.09E+040,"S1/N1","NGC1399","NGC$\,$1399",5.36384062275147E+038,2.19535988341237E+038,2.24871284780206E+038,1.24415894142718E+041,3.44416544409016E+040,3.44904881350727E+040,"$\:$",0.57831,0.040848555666021,0.040848555666021,1.71434343996172,0.102425793214853,0.102425793214853,0.445505689898245,0.013308673339858,0.013308673339858,0,0,0,0,0,0,0,0,0,0,0.129,0.129,0.32,0.81,1.5876E+047,6.552E+046,7.938E+046,0.000335726883346,0.000309598972163,0.000431038801874,0.005328330206379,0.003206181650987,0.005313650342158,1.7888636936256E-06,1.09360231867072E-06,1.47648231040714E-06,0.01422138836773,0.008553867817513,0.014203704519367,4.77450239355001E-06,2.91654218061023E-06,3.95816668583598E-06,0.006303939962477,0.003814391779207,0.006312483293616,2.11640211640212E-06,1.30778950206796E-06,1.76776290687671E-06,3.37858441846275E-09,2.20453208987866E-09,1.96376074259812E-09,7.83672802612234E-07,4.48032358613595E-07,3.89441276884485E-07,,"$1.26\,^{+0.52}_{-0.63}$",1.5876E+018,1.3104E+018,1.34946E+018,"$332\pm5$",,"$1.11\,^{+0.03}_{-0.03}$","$1.71\,^{+0.10}_{-0.10}$","$0.58\,^{+0.04}_{-0.04}$","$0.52\,^{+0.03}_{-0.03}$","$1.05\,^{+0.13}_{-0.11}$","$534\,^{+8}_{-7}$","$38\,^{+17}_{-20}$","$4.1 \pm 0.8$","$17.0_{-0.8}^{+0.8}$","$12.4_{-0.6}^{+0.6}$",0,1.9,"$9.4_{-7.3}^{+11.4} \cdot 10^{-3}$","$5.3_{-4.1}^{+6.5} \cdot 10^{43}$","$2.8_{-1.0}^{+2.0} \cdot 10^{41}$","$3.4_{-1.2}^{+2.4} \cdot 10^{41}$","$7.6_{-2.7}^{+5.5} \cdot 10^{41}$","$5.4_{-2.2}^{+2.2} \cdot 10^{38}$","$1.6_{-0.8}^{+0.7} \cdot 10^{47}$","$1.2_{-0.3}^{+0.3} \cdot 10^{41}$","$2.34_{-0.32}^{+0.32} \cdot 10^{-12}$","$1.01_{-0.42}^{+0.41} \cdot 10^{-14}$"
"NGC1407",,"03:40:11.79$\:^*$","-18:34:48.9$\:^*$","X-ray","E0","FR I",,0,"No","2, 4 *",44.5,"S3","['A', 'B']",4650000000,730000000,410000000,0,265.6,5.1,4.94,0.0542,0.0685,0.0059,24.5,25.1,118,122,3.966,32.506,,1.6,0.493,1.05,1.05,0.134,26.2,3.35,3.35,25.1,3.2,3.2,3.966,1.708,32.506,0.915,0,0.51,-0.58,3.69,0,0,1.9,0,5.0815944256056E-14,6.35281750914516E-15,6.20048297201878E-15,4.83058802039772E-13,1.36641161004523E-13,1.39384789563517E-13,0.95,0.03,0.03,0.84,0.31,0.18,0.15,0.019,0.021,493.5,7.1,7.1,164,31,19,1.3,0.26,0.15,0.0468,0.02702,0.0148,2.65E+044,1.53E+044,8.37E+043,1.66E+042,1.38E+042,7.39E+041,1.37E+042,1.22E+042,6.52E+041,"NE1/W1",1.07E+042,8.64E+041,4.69E+041,7.69E+041,6.48E+041,3.53E+041,"SW1/NE1",1.34E+042,1.03E+042,5.16E+041,1.04E+042,8.41E+041,4.18E+041,"E1/W1","NGC1407","NGC$\,$1407",3.8305258494795E+039,4.67394843317211E+038,4.78877880595644E+038,3.64131623473951E+040,2.10137604353848E+040,2.06001288372532E+040,"$\:^*$",0.1425,0.02045122245735,0.018602486392953,3.36508546907827,0.363888931732936,0.399069862487102,0.161996581908182,0.009605692672523,0.008758880521258,0,0,0,0,0,0,0,0,0,0,0.134,0.134,0.92,1.05,5.859E+047,9.198E+046,5.166E+046,0.000452295613586,0.000148319128807,0.000270618126857,0.006264150943396,0.002417777669907,0.004483234456618,2.83324799453832E-06,1.28580830601339E-06,2.39698034882831E-06,0.004037735849057,0.001542507797407,0.002834135866611,1.82625021334699E-06,8.16513111318592E-07,1.50226607771313E-06,0.005056603773585,0.001780768633064,0.003437330278144,2.28707970643455E-06,9.03488476196544E-07,1.79427018029341E-06,6.53784920546083E-09,1.00017053983917E-09,1.29993302060535E-09,6.21491079491297E-08,3.55842681200992E-08,3.71691831363649E-08,,"$4.65\,^{+0.73}_{-0.41}$",2.16225E+019,6.789E+018,3.24105E+018,"$266\pm5$",,"$0.95\,^{+0.03}_{-0.03}$","$3.37\,^{+0.40}_{-0.36}$","$0.14\,^{+0.02}_{-0.02}$","$0.15\,^{+0.02}_{-0.02}$","$0.84\,^{+0.31}_{-0.18}$","$494\,^{+7}_{-7}$","$164\,^{+31}_{-19}$","$4.0 \pm 1.7$","$26.2_{-3.4}^{+3.4}$","$25.1_{-3.2}^{+3.2}$",0,1.9,"$4.7_{-1.5}^{+2.7} \cdot 10^{-2}$","$2.6_{-0.8}^{+1.5} \cdot 10^{44}$","$1.7_{-0.7}^{+1.4} \cdot 10^{42}$","$1.3_{-0.5}^{+1.0} \cdot 10^{42}$","$1.1_{-0.5}^{+0.9} \cdot 10^{42}$","$3.8_{-0.5}^{+0.5} \cdot 10^{39}$","$5.9_{-0.5}^{+0.9} \cdot 10^{47}$","$3.6_{-2.1}^{+2.1} \cdot 10^{40}$","$4.83_{-1.37}^{+1.39} \cdot 10^{-13}$","$5.08_{-0.64}^{+0.62} \cdot 10^{-14}$"
"NGC1600",,"4:31:39.8510$\:^*$","-5:05:10.476$\:^*$","X-ray","E3","FR I",,0,"No",1,243.6,"S3","['A']",17000000000,1500000000,1500000000,0,331.4,7,3.19,0.0349,0.0414,0.0156,69,63.7,335,309,4.956,16.039,,1.4,0.215,1.26,1.26,0.102,20.6,1.26,1.26,15.4,0.945,0.945,4.956,1.539,16.039,0.537,0,0.57,1.09,2.36,0,0,1.9,0,5.0815944256056E-17,-33.5119731967708,0,1.9948029417319E-13,3.64756417747057E-14,3.5537096435949E-14,1.05,0.07,0.08,0.42,0.09,0.06,0.114,0.008,0.014,520.7,17.8,19.4,539,94,80,1.7,0.3,0.26,0.4051,0.16949,0.13825,2.29E+045,9.59E+044,7.82E+044,2.93E+042,2.6E+042,1.38E+042,2.68E+042,2.63E+042,1.33E+042,"N1/S1",4.2E+042,4.11E+042,2.42E+042,3.73E+042,3.84E+042,2.22E+042,"E1/S1",2.22E+042,1.99E+042,1.07E+042,1.83E+042,1.81E+042,9.25E+041,"N1/S1","NGC1600","NGC$\,$1600",2.46711741625918E+037,0,-1.62700848990149E+055,9.68478132523396E+040,3.45065671115472E+040,3.54178958628257E+040,"$\:^*$",0.1197,0.017299260099785,0.011586215948272,4.46600698695778,0.42575009627849,0.537756575542713,0.105954865062984,0.006379068098724,0.005050405668137,0,0,0,0,0,0,0,0,0,0,0.102,0.102,0.54,1.26,2.142E+048,1.89E+047,1.89E+047,0.001069094304388,0.000377069543724,0.000457542246681,0.001279475982533,0.0005263322907,0.000887740376249,1.36788048552754E-06,6.55465752227366E-07,1.21980473494157E-06,0.001834061135371,0.000868624284426,0.00138041367772,1.96078431372549E-06,1.14295550968484E-06,1.92655167014358E-06,0.00096943231441,0.000404915551345,0.000678221983541,1.03641456582633E-06,5.07834780388635E-07,9.33528215434136E-07,1.15178217379047E-11,7595744.58404058,1.01627838863865E-12,4.5213731677096E-08,1.70094317094427E-08,1.65961426043808E-08,,"$17.00\,^{+1.50}_{-1.50}$",2.89E+020,5.1E+019,4.335E+019,"$331\pm7$",,"$1.05\,^{+0.07}_{-0.08}$","$4.47\,^{+0.54}_{-0.43}$","$0.12\,^{+0.01}_{-0.02}$","$0.11\,^{+0.01}_{-0.01}$","$0.42\,^{+0.09}_{-0.06}$","$521\,^{+18}_{-19}$","$539\,^{+94}_{-80}$","$5.0 \pm 1.5$","$20.6_{-1.3}^{+1.3}$","$15.4_{-0.9}^{+0.9}$",0,1.9,"$4.1_{-1.4}^{+1.7} \cdot 10^{-1}$","$2.3_{-0.8}^{+1.0} \cdot 10^{45}$","$2.9_{-1.4}^{+2.6} \cdot 10^{42}$","$2.2_{-1.1}^{+2.0} \cdot 10^{42}$","$4.2_{-2.4}^{+4.1} \cdot 10^{42}$","$2.5_{-0.0}^{+0.0} \cdot 10^{37}$","$2.1_{-0.2}^{+0.2} \cdot 10^{48}$","$9.7_{-3.5}^{+3.5} \cdot 10^{40}$","$1.99_{-0.36}^{+0.36} \cdot 10^{-13}$","$5.08_{-0.0}^{+0.0} \cdot 10^{-17}$"
"NGC4261",,"12:19:23.2357$\:$","05:49:29.650$\:$","VLBI","E2-3","FR I","LINER Sy3",0,"Nuclear","1, 4 *",135.3,"S3","['A', 'C']",1670000000,390000000,240000000,0,296.7,4.3,1.65,0.0175,0.0186,0.0074,37.3,32.4,118,157,3.96,25.221,,0.706,0.755,1.19,1.19,0.151,9.48,0.379,0.379,10,0.401,0.401,3.96,1.739,25.221,1.095,0,0.55,0.18,4.69,866,37,1.9,0,1.2050359403718E-12,4.35873265314547E-14,4.8105234569622E-14,3.08531847680638E-13,4.09304867838447E-15,4.22008346016041E-15,0.69,0.01,0.01,0.53,0.05,0.04,1.09,0.042,0.043,420.6,3.7,4,81,21,13,0.52,0.13,0.082,0.0709,0.04438,0.02225,4.01E+044,2.51E+044,1.26E+044,3.01E+041,2.18E+041,1.04E+041,2.39E+041,1.74E+041,8.13E+040,"E1/W1",7.38E+042,5.65E+042,2.5E+042,6.2E+042,5.03E+042,1.91E+042,"E1/W1",1.96E+043,1.48E+043,6.57E+042,1.12E+043,9.04E+042,3.19E+042,"E1/W1","NGC4261","NGC$\,$4261",1.51356464599638E+041,6.04217516611813E+039,5.47471110539286E+039,3.87526115336671E+040,1.06011263472891E+039,1.02820066462641E+039,"$\:$",0.7521,0.031608842117357,0.030962080033486,0.651475506361779,0.02256641547831,0.023010561057007,1.90174753425346,0.033585512674402,0.032937251342327,0,0,0,0,0,0,0,0,0,0,0.151,0.151,1.09,1.19,2.1042E+047,4.914E+046,3.024E+046,0.001905712384754,0.0006584616413,0.001273170572187,0.000750623441397,0.000247882700205,0.000508082945953,1.43047238855622E-06,5.35298526765827E-07,1.08855029754028E-06,0.018403990024938,0.006012848396899,0.012869059146961,3.50727117194183E-05,1.29059554916246E-05,2.8072511199507E-05,0.048877805486284,0.015879364156496,0.033898333631877,9.31470392548237E-05,3.39718733181584E-05,7.36225102335529E-05,7.19306456608869E-07,1.06597342887479E-07,1.7041833551376E-07,1.84167909579256E-07,2.69145339760117E-08,4.33033456674202E-08,,"$1.67\,^{+0.39}_{-0.24}$",2.7889E+018,1.3026E+018,6.8136E+017,"$297\pm4$",,"$0.69\,^{+0.01}_{-0.01}$","$0.65\,^{+0.02}_{-0.02}$","$0.75\,^{+0.03}_{-0.03}$","$1.09\,^{+0.04}_{-0.04}$","$0.53\,^{+0.05}_{-0.04}$","$421\,^{+4}_{-4}$","$81\,^{+21}_{-13}$","$4.0 \pm 1.7$","$9.5_{-0.4}^{+0.4}$","$10.0_{-0.4}^{+0.4}$","$866\pm37$",1.9,"$7.1_{-2.2}^{+4.4} \cdot 10^{-2}$","$4.0_{-1.3}^{+2.5} \cdot 10^{44}$","$3.0_{-1.0}^{+2.2} \cdot 10^{41}$","$2.0_{-0.7}^{+1.5} \cdot 10^{43}$","$7.4_{-2.5}^{+5.6} \cdot 10^{42}$","$1.5_{-0.1}^{+0.1} \cdot 10^{41}$","$2.1_{-0.3}^{+0.5} \cdot 10^{47}$","$3.9_{-0.1}^{+0.1} \cdot 10^{40}$","$3.09_{-0.04}^{+0.04} \cdot 10^{-13}$","$1.21_{-0.04}^{+0.05} \cdot 10^{-12}$"
